72.0,151.0,67.0
70.2,142.6,67.9
68.4,134.1,68.8
66.7,125.7,69.7
64.9,117.2,70.6
63.1,108.8,71.4
61.3,100.3,72.3
59.6,91.9,73.2
57.8,83.4,74.1
56.0,75.0,75.0
