0.013192,0.47746,0.78069
0.61713,0.46185,0.28023
0.23092,0.15108,0.086367
0.43159,0.35297,0.23216
0.77397,0.80447,0.86991
0.38318,0.52408,0.67188
0.29179,0.3803,0.066891
0.6328,0.6313,0.62029
0.26654,0.24604,0.22637
0.31413,0.63516,0.97995
0.93424,0.9368,0.96566
0.29231,0.35924,0.48045
0.025752,0.51024,0.99454
0.87306,0.45918,0.29399
0.40918,0.44792,0.53711
0.6453,0.23681,0.14328
0.67792,0.62252,0.54194
0.18142,0.16966,0.088819
0.32257,0.36986,0.47962
0.93625,0.49864,0.3371
0.0094504,0.49997,0.79429
0.83236,0.85675,0.97423
0.4731,0.55679,0.65884
0.31837,0.38595,0.22419
0.70758,0.27052,0.16617
0.47032,0.50256,0.24217
0.6104,0.45336,0.27036
0.0103,0.50226,0.99515
0.27017,0.05612,0.032539
0.3738,0.31374,0.25766
0.51393,0.46838,0.38642
0.31959,0.63681,0.98838
0.40288,0.078847,0.038899
0.57529,0.58585,0.59538
0.91982,0.92223,0.95742
0.51311,0.14045,0.07841
0.49433,0.51246,0.55619
0.26644,0.3816,0.54974
0.80847,0.5451,0.32358
0.59923,0.53926,0.4356
0.12355,0.15336,0.19956
0.44627,0.37533,0.29537
0.72433,0.79544,0.97109
0.35911,0.42053,0.5428
0.60467,0.20998,0.12719
0.98234,0.97979,0.98572
0.78144,0.69603,0.61675
0.33437,0.44727,0.060364
0.12485,0.55713,0.80532
0.45808,0.35107,0.19185
0.685,0.38464,0.23177
0.13705,0.095003,0.067102
0.22471,0.20053,0.19677
0.63056,0.65817,0.67344
0.22257,0.32646,0.056519
0.41611,0.46038,0.56734
0.48114,0.70646,0.97127
0.1988,0.24325,0.31802
0.29614,0.26381,0.23546
0.34366,0.462,0.62566
0.85885,0.39397,0.24525
0.78288,0.79561,0.80115
0.16063,0.57223,0.99109
0.89449,0.45223,0.29296
0.78911,0.33497,0.20772
0.37173,0.57982,0.75264
0.10278,0.27766,0.49006
0.40914,0.4251,0.48668
0.0059298,0.44377,0.76321
0.70413,0.72573,0.7363
0.69577,0.50867,0.28515
0.2394,0.20777,0.09516
0.86128,0.86891,0.86925
0.30126,0.32769,0.39155
0.31349,0.23987,0.13094
0.5441,0.3923,0.23955
0.7867,0.44721,0.26923
0.95527,0.56685,0.39093
0.53534,0.41949,0.15674
0.38607,0.30179,0.16373
0.51226,0.21141,0.13386
0.033128,0.53844,0.99404
0.79821,0.71838,0.64367
0.27735,0.37659,0.544
0.20055,0.227,0.25789
0.5909,0.43648,0.26997
0.92814,0.93142,0.92851
0.5345,0.54539,0.54337
0.46783,0.079421,0.028617
0.396,0.41051,0.47178
0.88578,0.63873,0.2761
0.59925,0.25621,0.16541
0.34996,0.65338,0.99003
0.28953,0.40241,0.05863
0.84867,0.36267,0.21341
0.085074,0.54713,0.80544
0.0046892,0.46348,0.77622
0.41182,0.33347,0.2592
0.96472,0.55433,0.38496
0.61108,0.73572,0.82234
0.0078317,0.4829,0.78619
0.069371,0.031102,0.021907
0.4472,0.49871,0.23702
0.53164,0.40621,0.11373
0.73619,0.79821,0.97439
0.61316,0.60774,0.59535
0.016076,0.53065,0.81332
0.89374,0.42275,0.26302
0.34624,0.43797,0.59989
0.47701,0.34278,0.18268
0.83484,0.46513,0.28192
0.34044,0.41493,0.54683
0.42801,0.3524,0.17601
0.57754,0.66324,0.74004
0.23177,0.1778,0.14465
0.3316,0.28607,0.20783
0.19899,0.19577,0.10278
0.48461,0.70575,0.9737
0.66804,0.49,0.49647
0.1382,0.56466,0.9927
0.43836,0.41248,0.37127
0.30183,0.62542,0.99044
0.80063,0.81363,0.81693
0.040433,0.2407,0.48972
0.30336,0.33693,0.41786
0.39441,0.50613,0.064689
0.84356,0.39297,0.25377
0.60407,0.55257,0.45
0.74828,0.27005,0.15092
0.18516,0.099252,0.064605
0.84326,0.59722,0.48956
0.33441,0.38041,0.48869
0.27391,0.29931,0.36364
0.48476,0.39763,0.30932
0.78418,0.56241,0.39479
0.56824,0.58033,0.60131
0.081774,0.16742,0.2627
0.61816,0.36217,0.19916
0.29126,0.24364,0.18616
0.58553,0.62584,0.65885
0.30132,0.049987,0.027317
0.69224,0.63972,0.56276
0.16689,0.03517,0.023364
0.73412,0.62635,0.44659
0.65744,0.24249,0.15864
0.58627,0.50156,0.38559
0.54514,0.15677,0.092354
0.20615,0.30685,0.056613
0.71959,0.32241,0.20372
0.040548,0.12364,0.18372
0.56234,0.11517,0.044118
0.71673,0.72563,0.71995
0.10435,0.10209,0.079547
0.32457,0.27552,0.15393
0.97571,0.97125,0.98257
0.47564,0.39694,0.16762
0.33552,0.4517,0.056215
0.39891,0.45044,0.23725
0.54308,0.51627,0.45585
0.0030299,0.48133,0.99539
0.18979,0.1758,0.068954
0.33195,0.2177,0.12438
0.21123,0.46013,0.64812
0.0075519,0.42037,0.74984
0.19634,0.58245,0.99055
0.13419,0.19986,0.21502
0.64168,0.6643,0.678
0.78723,0.30394,0.17767
0.81554,0.84616,0.97251
0.8089,0.56614,0.23256
0.58455,0.74918,0.976
0.69066,0.22109,0.12171
0.30077,0.26226,0.24219
0.62667,0.46171,0.28533
0.99557,0.9944,0.99352
0.40283,0.43847,0.54429
0.16853,0.1705,0.093748
0.012345,0.49892,0.78452
0.86661,0.87426,0.87492
0.21296,0.25204,0.3401
0.1284,0.23148,0.41815
0.7752,0.47854,0.2904
0.92571,0.78192,0.64401
0.235,0.30717,0.43874
0.91105,0.48532,0.33733
0.48296,0.50251,0.51044
0.56784,0.58614,0.35782
0.68289,0.35655,0.22439
0.25859,0.23348,0.090844
0.40855,0.34604,0.29844
0.41788,0.43377,0.49673
0.18086,0.53273,0.76652
0.66223,0.50024,0.30141
0.94504,0.48741,0.32021
0.49783,0.53114,0.27875
0.0065106,0.51055,0.80327
0.4655,0.48454,0.55846
0.35444,0.3725,0.43596
0.4697,0.39684,0.22353
0.62646,0.37778,0.26916
0.21176,0.18438,0.18987
0.32488,0.092464,0.056697
0.53007,0.54766,0.6
0.49037,0.51585,0.5821
0.91129,0.91211,0.98424
0.5001,0.36915,0.22998
0.68777,0.56209,0.39869
0.18087,0.13879,0.13119
0.85703,0.41839,0.28187
0.77317,0.32349,0.21236
0.6986,0.45532,0.28171
0.80246,0.50613,0.33176
0.87884,0.88882,0.97701
0.20186,0.2825,0.19598
0.77878,0.81917,0.97392
0.30753,0.58494,0.77255
0.95177,0.51882,0.35486
0.52667,0.52478,0.16408
0.58635,0.57676,0.53656
0.79323,0.57754,0.32164
0.45047,0.36444,0.28346
0.2456,0.21193,0.2075
0.54036,0.39994,0.25149
0.40814,0.68231,0.97976
0.43885,0.63411,0.78933
0.27635,0.34926,0.23042
0.085704,0.54992,0.99023
0.83506,0.84617,0.85011
0.28956,0.17832,0.098616
0.87451,0.79216,0.74196
0.88803,0.45331,0.30332
0.70041,0.26053,0.16129
0.026951,0.57301,0.82568
0.25833,0.45735,0.45441
0.51976,0.59608,0.6714
0.23573,0.14295,0.08506
0.9697,0.60401,0.43529
0.74881,0.67264,0.60318
0.12425,0.1225,0.15686
0.2322,0.21715,0.098261
0.41961,0.19225,0.12278
0.49934,0.11575,0.058793
0.17786,0.37008,0.55451
0.42317,0.30534,0.16909
0.0049286,0.51601,0.99601
0.7512,0.42837,0.25539
0.11726,0.30698,0.5131
0.37054,0.418,0.52353
0.22104,0.20179,0.074952
0.81523,0.33617,0.19497
0.26234,0.27004,0.27686
0.68449,0.49205,0.22189
0.14793,0.2149,0.30383
0.63144,0.20919,0.12478
0.80691,0.36454,0.23686
0.63786,0.45596,0.2147
0.55931,0.32647,0.21721
0.44961,0.48545,0.33999
0.69305,0.69747,0.67273
0.37267,0.31543,0.27677
0.26693,0.23915,0.13278
0.94391,0.93999,0.98709
0.12077,0.19884,0.04424
0.75367,0.80668,0.88017
0.35635,0.29576,0.24536
0.41814,0.07783,0.035183
0.36637,0.43706,0.56783
0.30214,0.35607,0.47715
0.53543,0.45055,0.3468
0.75631,0.76365,0.74243
0.5359,0.4062,0.18727
0.43492,0.455,0.52506
0.33106,0.39105,0.51665
0.69465,0.41215,0.24285
0.72444,0.74999,0.77191
0.4286,0.47693,0.58704
0.88627,0.55014,0.36966
0.36615,0.47734,0.64091
0.6397,0.64518,0.62805
0.24824,0.35525,0.05679
0.80386,0.42363,0.25766
0.24839,0.60172,0.98821
0.38626,0.32032,0.21912
0.14128,0.13975,0.079092
0.65807,0.59988,0.49978
0.64842,0.42626,0.39045
0.38773,0.26165,0.14023
0.41824,0.51178,0.64857
0.17583,0.15601,0.18412
0.32518,0.28873,0.27213
0.30833,0.26638,0.099469
0.5802,0.19251,0.12503
0.76574,0.78195,0.79297
0.46405,0.14406,0.091604
0.70821,0.53342,0.32679
0.472,0.26409,0.16979
0.76078,0.47333,0.37716
0.45179,0.35155,0.10842
0.29919,0.51934,0.69396
0.41123,0.56451,0.72423
0.4396,0.34957,0.21991
0.54232,0.28143,0.16318
0.75151,0.36931,0.23555
0.49758,0.46813,0.416
0.74479,0.51385,0.20598
0.66607,0.69272,0.71387
0.39399,0.11336,0.070918
0.23698,0.039824,0.023665
0.36988,0.055665,0.023911
0.573,0.41642,0.23784
0.65718,0.30293,0.18929
0.88552,0.39259,0.2268
0.16384,0.25638,0.050276
0.58708,0.44188,0.1644
0.39965,0.45751,0.57752
0.50489,0.45664,0.24949
0.73446,0.2874,0.1892
0.35016,0.40005,0.29145
0.37307,0.31316,0.18001
0.58265,0.51176,0.2593
0.68039,0.71602,0.75357
0.0050166,0.44149,0.76168
0.85895,0.49643,0.31884
0.33719,0.34165,0.36953
0.84659,0.86731,0.97573
0.36731,0.32481,0.11598
0.92459,0.45577,0.28949
0.95464,0.9552,0.95068
0.2693,0.23959,0.22945
0.61703,0.16423,0.080683
0.68386,0.77813,0.97176
0.4717,0.5477,0.64629
0.73516,0.5241,0.26602
0.89917,0.904,0.90041
0.15849,0.59501,0.84266
0.31493,0.38897,0.18144
